transaction_id,transaction_date,transaction_time,account_id,account_name,account_type,account_owner,description,category,subcategory,amount,transaction_type,balance_after,is_recurring,recurring_frequency,notes
TXN-17689399DF42,2024-02-18,12:40:57,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Safeway,Groceries,Supermarket,-193.64,Expense,163063.97,False,,
TXN-DC01E886AD0B,2024-02-18,13:31:30,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Disney+,Entertainment,Streaming,-13.99,Expense,209187.96,True,Monthly,
TXN-1BA30CD9ACE7,2024-02-18,16:14:51,ACC-USER2-CHK,User2 Checking,Checking,User2,Dunkin,Dining,Fast Food,-18.62,Expense,1369.32,False,,
TXN-B55D979CC860,2024-02-19,14:38:28,ACC-USER2-CHK,User2 Checking,Checking,User2,McDonald's,Dining,Fast Food,-16.73,Expense,1273.4,False,,
TXN-2CAEBAD45546,2024-02-20,07:00:47,ACC-USER2-CHK,User2 Checking,Checking,User2,Adobe Creative Cloud,Subscriptions,Various,-54.99,Expense,-5389.7,True,Monthly,
TXN-11A62A8B0A55,2024-02-20,10:32:35,ACC-USER2-CHK,User2 Checking,Checking,User2,Uber Eats,Dining,Delivery,-46.69,Expense,1193.12,False,,
TXN-48E0B4D8B379,2024-02-20,20:54:35,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Geico Auto Insurance,Transportation,Car Insurance,-185,Expense,209904.93,True,Monthly,
TXN-11DB7AA09AA1,2024-02-21,07:14:25,ACC-USER2-CHK,User2 Checking,Checking,User2,Panda Express,Dining,Fast Food,-13.68,Expense,1259.72,False,,
TXN-36A30EEC0A9E,2024-02-21,09:10:48,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Cheesecake Factory,Dining,Restaurants,-47.21,Expense,150905.35,False,,
TXN-124CE55EFCB2,2024-02-21,17:09:19,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to User1 Checking,Transfer,Personal Spending Allowance,-404.57,Transfer,142344.18,True,Biweekly,
TXN-77BBBEB16381,2024-02-21,17:56:58,ACC-USER1-CHK,User1 Checking,Checking,User1,Transfer from Joint Checking,Transfer,Personal Spending Allowance,404.57,Transfer,-3948.34,True,Biweekly,
TXN-EE1B47A591AB,2024-02-22,12:00:35,ACC-USER2-CHK,User2 Checking,Checking,User2,Transfer from Joint Checking,Transfer,Personal Spending Allowance,446.54,Transfer,-4708.14,True,Biweekly,
TXN-FB545F48FDDE,2024-02-22,12:19:46,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Red Robin,Dining,Restaurants,-55.05,Expense,150952.56,False,,
TXN-55A8F4936E73,2024-02-22,12:27:07,ACC-USER1-CHK,User1 Checking,Checking,User1,Wendy's,Dining,Fast Food,-17.41,Expense,1401.18,False,,
TXN-F4A8274976D1,2024-02-22,20:46:41,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to User2 Checking,Transfer,Personal Spending Allowance,-446.54,Transfer,141897.64,True,Biweekly,
TXN-60001C62EB95,2024-02-23,10:49:08,ACC-USER2-CHK,User2 Checking,Checking,User2,Starbucks,Dining,Fast Food,-19.91,Expense,1239.81,False,,
TXN-7EC82803F26E,2024-02-23,16:04:24,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Payroll - ABC Company Inc,Salary,User2,3858.42,Income,133125.06,True,Biweekly,
TXN-89AD1EBC160C,2024-02-23,18:15:03,ACC-USER1-CHK,User1 Checking,Checking,User1,Circle K,Transportation,Gas,-78.45,Expense,-3255.63,False,,
TXN-06C66618F6D8,2024-02-24,16:55:01,ACC-USER2-CHK,User2 Checking,Checking,User2,Valentine's Day Gift,Gifts,Holidays/Birthdays,-130.89,Expense,1430.52,False,,
TXN-FC32656F0236,2024-02-25,07:27:01,ACC-USER2-CHK,User2 Checking,Checking,User2,Grubhub,Dining,Delivery,-57.48,Expense,1135.64,False,,
TXN-A95C32C2F016,2024-02-25,07:31:47,ACC-USER1-CHK,User1 Checking,Checking,User1,Wendy's,Dining,Fast Food,-16.53,Expense,1384.65,False,,
TXN-1417D86224A2,2024-02-25,11:07:50,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Amazon.com,Shopping,Online Shopping,-28.69,Expense,147422.65,False,,
TXN-C3AD074C2EF1,2024-02-25,15:53:00,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Student Loan Payment - Navient,Debt,Student Loan,-350,Expense,209234.93,True,Monthly,
TXN-63D09F4E410F,2024-02-26,12:46:52,ACC-USER2-CHK,User2 Checking,Checking,User2,Subway,Dining,Fast Food,-9.13,Expense,1078.18,False,,
TXN-2300FEA3176D,2024-02-26,13:45:40,ACC-USER2-CHK,User2 Checking,Checking,User2,Chili's,Dining,Restaurants,-48.33,Expense,1087.31,False,,
TXN-50F4A80AB271,2024-02-26,18:33:41,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Trader Joe's,Groceries,Supermarket,-193.39,Expense,162870.58,False,,
TXN-492C05EFEA0B,2024-02-27,09:38:09,ACC-JOINT-CHK,Joint Checking,Checking,Joint,DoorDash,Dining,Delivery,-54.87,Expense,150776.81,False,,
TXN-CC00778420A5,2024-02-27,10:22:45,ACC-USER2-CHK,User2 Checking,Checking,User2,Lowe's,Shopping,Electronics,-166.04,Expense,-4525.69,False,,
TXN-B76D9E85E870,2024-02-27,13:55:19,ACC-USER1-CHK,User1 Checking,Checking,User1,Taco Bell,Dining,Fast Food,-12.93,Expense,1337.48,False,,
TXN-1D4CDDC8EA4B,2024-02-28,07:10:24,ACC-USER1-SAV,User1 Savings,Savings,User1,Interest Payment,Interest,Savings,47.68,Interest,14495.2,True,Monthly,
TXN-7318CADB1B0B,2024-02-28,17:00:51,ACC-USER2-SAV,User2 Savings,Savings,User2,Interest Payment,Interest,Savings,34.1,Interest,10368.09,True,Monthly,
TXN-CD6D2D61C666,2024-02-28,18:43:45,ACC-JOINT-SAV,Joint Savings,Savings,Joint,Interest Payment,Interest,Savings,102.64,Interest,31204.94,True,Monthly,
TXN-C448F5CC8835,2024-02-29,12:10:51,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Panera Bread,Dining,Restaurants,-73.67,Expense,150831.68,False,,
TXN-A95D77CFC5F2,2024-03-01,08:27:54,ACC-USER1-CHK,User1 Checking,Checking,User1,Buffalo Wild Wings,Dining,Restaurants,-34.24,Expense,1350.41,False,,
TXN-B354159773AF,2024-03-01,10:55:25,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Mortgage Payment - Wells Fargo,Housing,Mortgage/Rent,-2200,Expense,206987.96,True,Monthly,
TXN-B3449F19647D,2024-03-01,18:31:09,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Health Insurance - Blue Cross,Healthcare,Insurance Premium,-320,Expense,205562.96,True,Monthly,
TXN-F6B5DDA2240F,2024-03-01,18:41:44,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Payroll Deposit - ACME Corp,Salary,User1,4105.31,Income,29362.24,True,Biweekly,
TXN-F14D45DC96A4,2024-03-01,20:28:53,ACC-USER1-CHK,User1 Checking,Checking,User1,Gym Membership,Subscriptions,Various,-45,Expense,-4733.54,True,Monthly,
TXN-83099C567D72,2024-03-01,21:03:10,ACC-JOINT-CHK,Joint Checking,Checking,Joint,HOA Monthly Dues,Housing,HOA Fees,-150,Expense,206837.96,True,Monthly,
TXN-83142539CF60,2024-03-02,07:21:52,ACC-USER1-CHK,User1 Checking,Checking,User1,Valero,Transportation,Gas,-43.17,Expense,-3298.8,False,,
TXN-E3AE146E86C1,2024-03-02,08:32:40,ACC-USER1-CHK,User1 Checking,Checking,User1,Dunkin,Dining,Fast Food,-17.34,Expense,1320.14,False,,
TXN-702B4D72F9B6,2024-03-02,11:13:47,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to Joint Savings,Transfer,Monthly Savings Goal,-500,Transfer,141397.64,True,Monthly,
TXN-A25BFC94B0CC,2024-03-02,18:57:46,ACC-JOINT-SAV,Joint Savings,Savings,Joint,Transfer from Joint Checking,Transfer,Monthly Savings Goal,500,Transfer,26500.0,True,Monthly,
TXN-1F1B12F454B9,2024-03-04,08:41:55,ACC-USER2-CHK,User2 Checking,Checking,User2,Starbucks,Dining,Fast Food,-15.58,Expense,944.3,False,,
TXN-6B2E37D060DD,2024-03-04,20:46:37,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Walmart,Groceries,Supermarket,-189.57,Expense,162681.01,False,,
TXN-31A4FF02E0B7,2024-03-05,08:12:46,ACC-USER1-SAV,User1 Savings,Savings,User1,Transfer from User1 Checking,Transfer,Automatic Savings,200,Transfer,12600.0,True,Monthly,
TXN-BEA9DB0A864A,2024-03-05,11:12:39,ACC-USER1-CHK,User1 Checking,Checking,User1,NYT Digital Subscription,Subscriptions,Various,-17,Expense,-4685.55,True,Monthly,
TXN-74F37F84B3E6,2024-03-05,12:08:42,ACC-USER2-SAV,User2 Savings,Savings,User2,Transfer from User2 Checking,Transfer,Automatic Savings,150,Transfer,8950.0,True,Monthly,
TXN-3DF9E4789D29,2024-03-05,13:00:24,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Homeowners Insurance - State Farm,Housing,Home Insurance,-125,Expense,206712.96,True,Monthly,
TXN-B4DD9B045AE0,2024-03-05,16:31:21,ACC-USER2-CHK,User2 Checking,Checking,User2,Transfer to User2 Savings,Transfer,Automatic Savings,-150,Transfer,-4198.8,True,Monthly,
TXN-E0FBF8DB2C9A,2024-03-05,17:04:16,ACC-USER1-CHK,User1 Checking,Checking,User1,Transfer to User1 Savings,Transfer,Automatic Savings,-200,Transfer,-3595.82,True,Monthly,
TXN-48524781D583,2024-03-05,17:19:50,ACC-USER2-CHK,User2 Checking,Checking,User2,Panda Express,Dining,Fast Food,-19.18,Expense,959.88,False,,
TXN-F9507A0B9063,2024-03-05,19:37:28,ACC-USER2-CHK,User2 Checking,Checking,User2,Buffalo Wild Wings,Dining,Restaurants,-54.48,Expense,1023.7,False,,
TXN-295F344DB120,2024-03-06,11:29:28,ACC-USER1-CHK,User1 Checking,Checking,User1,Starbucks,Dining,Fast Food,-15.78,Expense,1304.36,False,,
TXN-59D9E62EB0D7,2024-03-07,13:57:41,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to User1 Checking,Transfer,Personal Spending Allowance,-384.39,Transfer,141013.26,True,Biweekly,
TXN-12C682F9D806,2024-03-07,15:09:03,ACC-USER1-CHK,User1 Checking,Checking,User1,Uber Eats,Dining,Delivery,-48.75,Expense,1255.61,False,,
TXN-6257C3DEE268,2024-03-07,20:32:09,ACC-USER1-CHK,User1 Checking,Checking,User1,Transfer from Joint Checking,Transfer,Personal Spending Allowance,384.39,Transfer,-3763.95,True,Biweekly,
TXN-6412899DD9F0,2024-03-07,21:40:36,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Electric Company,Utilities,Electric,-163.57,Expense,168076.88,True,Monthly,
TXN-B32A6A676DC7,2024-03-08,07:37:47,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Netflix,Entertainment,Streaming,-15.99,Expense,205196.97,True,Monthly,
TXN-374E9676A27C,2024-03-08,10:39:53,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to User2 Checking,Transfer,Personal Spending Allowance,-366.1,Transfer,140647.16,True,Biweekly,
TXN-09D125B52D19,2024-03-08,10:58:40,ACC-USER2-CHK,User2 Checking,Checking,User2,Audible,Subscriptions,Various,-14.95,Expense,-5404.65,True,Monthly,
TXN-93909982E8BA,2024-03-08,11:12:07,ACC-USER2-CHK,User2 Checking,Checking,User2,Transfer from Joint Checking,Transfer,Personal Spending Allowance,366.1,Transfer,-4492.04,True,Biweekly,
TXN-043AD3985DE5,2024-03-08,15:16:35,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Payroll - ABC Company Inc,Salary,User2,3776.32,Income,136901.38,True,Biweekly,
TXN-6826C65FAE6F,2024-03-09,12:55:40,ACC-USER2-CHK,User2 Checking,Checking,User2,Cheesecake Factory,Dining,Restaurants,-44.64,Expense,979.06,False,,
TXN-844A3AE1515F,2024-03-09,14:15:48,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Safeway,Groceries,Supermarket,-213.74,Expense,162467.27,False,,
TXN-3F602A9B061B,2024-03-10,11:59:50,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Comcast Internet,Utilities,Internet,-80,Expense,206632.96,True,Monthly,
TXN-7626AD473669,2024-03-10,14:37:35,ACC-USER2-CHK,User2 Checking,Checking,User2,McDonald's,Dining,Fast Food,-12.62,Expense,931.68,False,,
TXN-DEE4B363A99D,2024-03-10,20:44:43,ACC-USER1-CHK,User1 Checking,Checking,User1,Mobil,Transportation,Gas,-67.56,Expense,-3366.36,False,,
TXN-E86958808B93,2024-03-10,20:49:55,ACC-USER1-CHK,User1 Checking,Checking,User1,iCloud Storage,Subscriptions,Various,-2.99,Expense,-4688.54,True,Monthly,
TXN-7C794FEF5519,2024-03-11,12:19:11,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Instacart,Dining,Delivery,-42.2,Expense,150708.64,False,,
TXN-B3A3A292232C,2024-03-11,13:31:25,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Gas Utility,Utilities,Gas,-85.35,Expense,167991.53,True,Monthly,
TXN-93CDC395E37D,2024-03-11,14:49:52,ACC-USER2-CHK,User2 Checking,Checking,User2,Exxon,Transportation,Gas,-74.62,Expense,-3329.04,False,,
TXN-32058CA270FF,2024-03-11,15:33:39,ACC-USER1-CHK,User1 Checking,Checking,User1,Outback Steakhouse,Dining,Restaurants,-41.08,Expense,1214.53,False,,
TXN-AA07049F9BC7,2024-03-11,15:41:11,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Chili's,Dining,Restaurants,-25.97,Expense,150750.84,False,,
TXN-05B69B0F4DF8,2024-03-12,11:21:17,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Costco,Groceries,Warehouse,-329.04,Expense,161931.96,False,,
TXN-1C972D203543,2024-03-12,13:26:49,ACC-USER1-CHK,User1 Checking,Checking,User1,Chili's,Dining,Restaurants,-59.49,Expense,1155.04,False,,
TXN-F6EA09D1D6EB,2024-03-12,15:03:47,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Spotify Family,Entertainment,Streaming,-16.99,Expense,205179.98,True,Monthly,
TXN-5A3D04FF1CEC,2024-03-12,18:00:57,ACC-JOINT-CHK,Joint Checking,Checking,Joint,City Water Dept,Utilities,Water/Sewer,-85.57,Expense,167905.96,True,Monthly,
TXN-C0A6B9596F9E,2024-03-14,11:35:24,ACC-USER1-CHK,User1 Checking,Checking,User1,Chick-fil-A,Dining,Fast Food,-12.86,Expense,1125.59,False,,
TXN-0C0C78F7AABD,2024-03-15,12:05:37,ACC-USER1-CHK,User1 Checking,Checking,User1,Taco Bell,Dining,Fast Food,-16.59,Expense,1138.45,False,,
TXN-A3D22026687F,2024-03-15,13:44:46,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Auto Loan - Chase,Transportation,Car Payment,-425,Expense,206067.96,True,Monthly,
TXN-DB99B85C03B0,2024-03-15,14:37:17,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Payroll Deposit - ACME Corp,Salary,User1,4208.99,Income,33571.23,True,Biweekly,
TXN-2B5A6C004A37,2024-03-15,15:06:35,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Property Tax Payment,Housing,Property Tax,-550,Expense,125835.38,True,Quarterly,
TXN-F5B7B9CB617A,2024-03-15,18:45:41,ACC-USER2-CHK,User2 Checking,Checking,User2,Peloton App,Subscriptions,Various,-12.99,Expense,-5417.64,True,Monthly,
TXN-F77D79C05605,2024-03-15,19:29:18,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Verizon Wireless - Family Plan,Utilities,Phone,-140,Expense,206492.96,True,Monthly,
TXN-824016EC56A9,2024-03-16,08:21:06,ACC-USER2-CHK,User2 Checking,Checking,User2,Starbucks,Dining,Fast Food,-10.53,Expense,921.15,False,,
TXN-0600B701C5D4,2024-03-16,17:44:42,ACC-USER2-CHK,User2 Checking,Checking,User2,Chick-fil-A,Dining,Fast Food,-9.0,Expense,912.15,False,,
TXN-43CA721CE95A,2024-03-17,17:58:33,ACC-USER2-CHK,User2 Checking,Checking,User2,Uber Eats,Dining,Delivery,-36.55,Expense,875.6,False,,
TXN-761FCE0E5DD8,2024-03-18,09:05:49,ACC-USER1-CHK,User1 Checking,Checking,User1,Amazon.com,Shopping,Household Items,-59.33,Expense,-4434.91,False,,
TXN-2BCD9AB9F21B,2024-03-18,12:03:03,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Disney+,Entertainment,Streaming,-13.99,Expense,205165.99,True,Monthly,
TXN-D2AFA181FDDE,2024-03-18,14:54:20,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Target,Groceries,Supermarket,-206.27,Expense,162261.0,False,,
TXN-5D3AB9180B25,2024-03-18,16:24:09,ACC-USER1-CHK,User1 Checking,Checking,User1,Dunkin,Dining,Fast Food,-9.48,Expense,1116.11,False,,
TXN-AD7C596726B2,2024-03-19,18:28:02,ACC-USER1-CHK,User1 Checking,Checking,User1,Chick-fil-A,Dining,Fast Food,-10.02,Expense,1106.09,False,,
TXN-79E290D8E2B8,2024-03-20,09:04:18,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Buffalo Wild Wings,Dining,Restaurants,-69.44,Expense,150639.2,False,,
TXN-C13FC33A6F4F,2024-03-20,12:48:37,ACC-USER2-CHK,User2 Checking,Checking,User2,Adobe Creative Cloud,Subscriptions,Various,-54.99,Expense,-5472.63,True,Monthly,
TXN-269C0EDD24BE,2024-03-20,17:05:12,ACC-USER2-CHK,User2 Checking,Checking,User2,Mobil,Transportation,Gas,-50.85,Expense,-3379.89,False,,
TXN-C258F3D920F5,2024-03-20,19:35:42,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Geico Auto Insurance,Transportation,Car Insurance,-185,Expense,205882.96,True,Monthly,
TXN-2C8EF1D289B7,2024-03-21,07:54:48,ACC-USER1-CHK,User1 Checking,Checking,User1,Transfer from Joint Checking,Transfer,Personal Spending Allowance,368.14,Transfer,-3395.82,True,Biweekly,
TXN-39CDEABC43DD,2024-03-21,14:39:18,ACC-USER1-CHK,User1 Checking,Checking,User1,Dunkin,Dining,Fast Food,-11.88,Expense,1094.21,False,,
TXN-BE0D3935CA1C,2024-03-21,14:49:18,ACC-USER2-CHK,User2 Checking,Checking,User2,Subway,Dining,Fast Food,-15.59,Expense,807.93,False,,
TXN-899390B53E32,2024-03-21,19:15:44,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Costco,Groceries,Warehouse,-302.28,Expense,161451.93,False,,
TXN-D29F10899D38,2024-03-21,19:36:54,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to User1 Checking,Transfer,Personal Spending Allowance,-368.14,Transfer,140279.03,True,Biweekly,
TXN-F4C8E135EAE3,2024-03-22,15:04:18,ACC-USER2-CHK,User2 Checking,Checking,User2,Transfer from Joint Checking,Transfer,Personal Spending Allowance,443.24,Transfer,-4048.8,True,Biweekly,
TXN-8C7D2ECB06E9,2024-03-22,15:29:41,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to User2 Checking,Transfer,Personal Spending Allowance,-443.24,Transfer,139835.79,True,Biweekly,
TXN-164A18F40C23,2024-03-22,17:46:07,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Direct Deposit - ABC Company,Salary,User2,3872.16,Income,140773.54,True,Biweekly,
TXN-6FFD22D976E8,2024-03-22,19:38:08,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Instacart,Dining,Delivery,-26.18,Expense,150613.02,False,,
TXN-BD648CAD9F45,2024-03-22,20:03:44,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Dental Cleaning,Healthcare,Dental,-124.94,Expense,146249.11,False,,
TXN-CC809451B286,2024-03-24,11:51:50,ACC-USER1-CHK,User1 Checking,Checking,User1,Panda Express,Dining,Fast Food,-17.19,Expense,1077.02,False,,
TXN-FAD4D752BF0A,2024-03-24,17:38:38,ACC-JOINT-CHK,Joint Checking,Checking,Joint,CVS Pharmacy,Healthcare,Pharmacy,-55.34,Expense,146794.36,False,,
TXN-C1A840CE5BA6,2024-03-24,20:23:35,ACC-USER1-CHK,User1 Checking,Checking,User1,Grubhub,Dining,Delivery,-58.17,Expense,1018.85,False,,
TXN-F3F799114B0D,2024-03-24,20:47:56,ACC-USER2-CHK,User2 Checking,Checking,User2,Olive Garden,Dining,Restaurants,-52.08,Expense,823.52,False,,
TXN-1AF17C80C22D,2024-03-25,10:18:13,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Student Loan Payment - Navient,Debt,Student Loan,-350,Expense,205212.96,True,Monthly,
TXN-67D6453A97CE,2024-03-25,15:12:05,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Publix,Groceries,Supermarket,-177.75,Expense,161754.21,False,,
TXN-50D29E72AF88,2024-03-27,19:09:08,ACC-USER2-CHK,User2 Checking,Checking,User2,McDonald's,Dining,Fast Food,-9.93,Expense,798.0,False,,
TXN-8FF2D49C543A,2024-03-27,19:45:30,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Instacart,Dining,Delivery,-35.64,Expense,150547.17,False,,
TXN-C3563EC347EE,2024-03-27,20:27:05,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Buffalo Wild Wings,Dining,Restaurants,-30.21,Expense,150582.81,False,,
TXN-E93386B08F0E,2024-03-28,08:52:09,ACC-JOINT-SAV,Joint Savings,Savings,Joint,Interest Payment,Interest,Savings,102.98,Interest,31307.92,True,Monthly,
TXN-7C81DEAC1CD9,2024-03-28,13:05:04,ACC-USER2-SAV,User2 Savings,Savings,User2,Interest Payment,Interest,Savings,34.21,Interest,10402.3,True,Monthly,
TXN-8616862DB0C7,2024-03-28,14:59:38,ACC-USER1-SAV,User1 Savings,Savings,User1,Interest Payment,Interest,Savings,47.83,Interest,14543.03,True,Monthly,
TXN-3DBB0D034BA2,2024-03-28,18:31:48,ACC-USER1-CHK,User1 Checking,Checking,User1,Exxon,Transportation,Gas,-43.46,Expense,-3409.82,False,,
TXN-01625B269BE7,2024-03-29,12:14:01,ACC-USER1-CHK,User1 Checking,Checking,User1,Dunkin,Dining,Fast Food,-17.17,Expense,959.11,False,,
TXN-62482618BCD5,2024-03-29,19:51:10,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Payroll Deposit - ACME Corp,Salary,User1,4261.89,Income,37833.12,True,Biweekly,
TXN-64BCFFAC27C1,2024-03-30,08:48:10,ACC-USER1-CHK,User1 Checking,Checking,User1,Five Guys,Dining,Restaurants,-33.19,Expense,985.66,False,,
TXN-D4C465D55394,2024-03-30,17:37:23,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Costco,Groceries,Warehouse,-351.34,Expense,160908.85,False,,
TXN-502786AC37A9,2024-03-31,07:05:18,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Walmart,Groceries,Supermarket,-191.74,Expense,161260.19,False,,
TXN-E5BED4D86439,2024-03-31,13:03:25,ACC-USER1-CHK,User1 Checking,Checking,User1,Panda Express,Dining,Fast Food,-9.38,Expense,976.28,False,,
TXN-C47A120C5807,2024-04-01,10:18:28,ACC-USER1-CHK,User1 Checking,Checking,User1,Gym Membership,Subscriptions,Various,-45,Expense,-4798.53,True,Monthly,
TXN-94FBA89953D7,2024-04-01,16:15:37,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Health Insurance - Blue Cross,Healthcare,Insurance Premium,-320,Expense,201540.99,True,Monthly,
TXN-4B164AB20B5D,2024-04-01,16:30:32,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Mortgage Payment - Wells Fargo,Housing,Mortgage/Rent,-2200,Expense,202965.99,True,Monthly,
TXN-1455BE46EB46,2024-04-01,18:01:22,ACC-USER2-CHK,User2 Checking,Checking,User2,Taco Bell,Dining,Fast Food,-8.23,Expense,730.85,False,,
TXN-62E934E95F67,2024-04-01,21:54:33,ACC-JOINT-CHK,Joint Checking,Checking,Joint,HOA Monthly Dues,Housing,HOA Fees,-150,Expense,202815.99,True,Monthly,
TXN-9E09DE2FFD64,2024-04-02,11:39:04,ACC-JOINT-SAV,Joint Savings,Savings,Joint,Transfer from Joint Checking,Transfer,Monthly Savings Goal,500,Transfer,27000.0,True,Monthly,
TXN-824857B32BDE,2024-04-02,15:27:07,ACC-USER2-CHK,User2 Checking,Checking,User2,Five Guys,Dining,Restaurants,-28.29,Expense,769.71,False,,
TXN-A4453A5C51BF,2024-04-02,17:15:06,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to Joint Savings,Transfer,Monthly Savings Goal,-500,Transfer,139335.79,True,Monthly,
TXN-68D8C06BD2FF,2024-04-03,08:49:37,ACC-USER2-CHK,User2 Checking,Checking,User2,Uber Eats,Dining,Delivery,-34.35,Expense,696.5,False,,
TXN-D3161A211668,2024-04-03,14:03:06,ACC-USER2-CHK,User2 Checking,Checking,User2,Best Buy,Shopping,Household Items,-122.35,Expense,-4648.04,False,,
TXN-F5E825BBE6F0,2024-04-03,17:42:05,ACC-USER1-CHK,User1 Checking,Checking,User1,Subway,Dining,Fast Food,-13.15,Expense,945.96,False,,
TXN-5975C00EF9B3,2024-04-05,09:03:32,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Homeowners Insurance - State Farm,Housing,Home Insurance,-125,Expense,202690.99,True,Monthly,
TXN-F23217B43D5F,2024-04-05,09:43:46,ACC-USER1-CHK,User1 Checking,Checking,User1,Transfer to User1 Savings,Transfer,Automatic Savings,-200,Transfer,-2974.17,True,Monthly,
TXN-6DF4E89619B6,2024-04-05,11:13:53,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Chipotle,Dining,Restaurants,-30.18,Expense,150516.99,False,,
TXN-0D18588C83CA,2024-04-05,12:56:30,ACC-USER1-SAV,User1 Savings,Savings,User1,Transfer from User1 Checking,Transfer,Automatic Savings,200,Transfer,12800.0,True,Monthly,
TXN-22053DA10254,2024-04-05,13:55:30,ACC-USER1-CHK,User1 Checking,Checking,User1,Dunkin,Dining,Fast Food,-19.19,Expense,926.77,False,,
TXN-797363EDBFC3,2024-04-05,14:28:22,ACC-USER2-CHK,User2 Checking,Checking,User2,Transfer to User2 Savings,Transfer,Automatic Savings,-150,Transfer,-3596.08,True,Monthly,
TXN-B97A490749AA,2024-04-05,15:47:38,ACC-USER1-CHK,User1 Checking,Checking,User1,NYT Digital Subscription,Subscriptions,Various,-17,Expense,-4750.54,True,Monthly,
TXN-7149565BDD1C,2024-04-05,19:10:04,ACC-USER2-CHK,User2 Checking,Checking,User2,Speedway,Transportation,Gas,-47.16,Expense,-3427.05,False,,
TXN-C0505C38CC02,2024-04-05,19:17:49,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Salary - ABC Company,Salary,User2,3836.34,Income,144609.88,True,Biweekly,
TXN-A0AD006BE019,2024-04-05,19:19:31,ACC-USER2-SAV,User2 Savings,Savings,User2,Transfer from User2 Checking,Transfer,Automatic Savings,150,Transfer,9100.0,True,Monthly,
TXN-9482385ADD86,2024-04-06,13:00:39,ACC-USER2-CHK,User2 Checking,Checking,User2,Subway,Dining,Fast Food,-11.38,Expense,739.08,False,,
TXN-F38F97FC4625,2024-04-07,07:15:26,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Panera Bread,Dining,Restaurants,-66.93,Expense,150450.06,False,,
TXN-DB66BCD884E3,2024-04-07,12:31:28,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to User1 Checking,Transfer,Personal Spending Allowance,-440.01,Transfer,138895.78,True,Biweekly,
